id,company,province,city,county
2017,安徽广海网络科技发展有限公司,安徽省,亳州市,涡阳县
2018,山东葆春堂大药房连锁有限公司,山东省,泰安市,东平县
2019,山东初尧信息技术有限公司,山东省,德州市,德城区
2020,河北雄安福吉通物联网科技有限公司,河北省,保定市,竞秀区
2021,吉林省翰玥商贸有限公司,吉林省,长春市,南关区
2022,贵州凯迪森新能源材料有限公司,贵州省,黔南布依族苗族自治州,瓮安县
2023,衢州通友信息科技有限公司,浙江省,衢州市,柯城区
2024,安徽微尔智能科技有限公司,安徽省,合肥市,蜀山区
2025,鞍山云智物联网络电子科技开发有限公司,辽宁省,鞍山市,铁东区
2026,济南南山信息技术有限公司,山东省,济南市,章丘区
2027,青岛数码港通信服务有限公司,山东省,青岛市,市南区
2028,河北普为信息技术有限公司,河北省,邢台市,信都区
2029,浙江德宁医药有限公司,浙江省,温州市,洞头区
2030,山东鑫煤矿山设备集团有限公司,山东省,济宁市,任城区
2031,山西稼禾农业科技有限公司,山西省,太原市,小店区
2032,广州拓服信息技术有限公司,宁夏回族自治区,银川市,兴庆区
2033,海南卓航智能科技有限公司,海南省,海口市,龙华区
2034,山西晋信安科技有限公司,山西省,太原市,小店区
2035,山西龙悦智能科技有限公司,山西省,朔州市,朔城区
2036,河北大成新材料有限公司,河北省,唐山市,曹妃甸区
2037,北京中公教育科技有限公司铜仁分公司,贵州省,铜仁市,碧江区
2038,山东昌脉信息科技集团有限公司,山东省,济南市,历下区
2039,潍坊众客隆商业发展有限公司,山东省,潍坊市,奎文区
2040,河北智选优品科技有限公司,河北省,石家庄市,桥西区
2041,山西掌沃信息科技有限公司,山西省,太原市,小店区
2042,广西风驰旧机动车交易市场有限公司,广西壮族自治区,柳州市,柳南区
2043,吉林省德宇文化传媒发展有限公司,吉林省,长春市,南关区
2044,广东华威科智能技术有限公司,广东省,惠州市,惠城区
2045,浙江世导裕新网络科技有限公司,浙江省,嘉兴市,海盐县
2046,河北耀晟进出口贸易有限公司,河北省,保定市,徐水区
2047,湖南华显计算机有限公司,湖南省,长沙市,长沙县
2048,江苏华电能创科技有限公司,江苏省,苏州市,常熟市
2049,南京康贝达科技有限公司,江苏省,南京市,玄武区
2050,江苏博华瑞信息技术有限公司,江苏省,南京市,玄武区
2051,银川普惠综合门诊部（有限公司）,宁夏回族自治区,银川市,兴庆区
2052,浙江大华技术股份有限公司,陕西省,西安市,雁塔区
2053,陕西泽润建设项目管理有限公司,陕西省,西安市,未央区
2054,大连雷科曼电子有限公司,辽宁省,大连市,中山区
2055,山西富猫法律咨询有限公司,山西省,太原市,迎泽区
2056,河北润特橡塑制品有限公司,河北省,石家庄市,新华区
2057,山东冠博信息科技有限公司,山东省,枣庄市,市中区
2058,陕西天乐成电子科技有限公司,陕西省,西安市,碑林区
2059,湖北奔腾科技有限公司,湖北省,黄石市,下陆区
2060,宣威市东来电子科技有限公司,云南省,曲靖市,宣威市
2061,福建仁合教育科技有限公司,福建省,福州市,闽侯县
2062,呼和浩特市智能工科中等职业学校有限公司,内蒙古自治区,呼和浩特市,回民区
2063,宿迁苏北盛绿环境科技有限公司,江苏省,宿迁市,宿豫区
2064,河北富海金沣科技有限公司,河北省,沧州市,黄骅市
2065,粤西南北药行连锁（茂名）有限公司,广东省,茂名市,高州市
2066,中国电信股份有限公司南海官窑客户服务中心,广东省,佛山市,南海区
2067,陕西棱镜网络科技有限公司,陕西省,宝鸡市,渭滨区
2068,广州进宏科技有限公司,广东省,广州市,番禺区
2069,安徽长新通信设备有限公司,安徽省,六安市,裕安区
2070,江苏蓝田智能科技有限公司,江苏省,常州市,天宁区
2071,安井食品集团股份有限公司,福建省,厦门市,海沧区
2072,山西合力创新科技股份有限公司,山西省,太原市,小店区
2073,常州市盛景网络技术有限公司,江苏省,常州市,钟楼区
2074,渭南市轨道交通运输高级技工学校,陕西省,渭南市,临渭区
2075,辽宁民本医药连锁有限公司,辽宁省,盘锦市,盘山县
2076,四川昭阳新天信息科技有限公司,四川省,成都市,武侯区
2077,烟台济生医药有限公司,山东省,烟台市,福山区
2078,山东怡然智能科技有限公司,山东省,东营市,东营区
2079,北京智薪鼎焱科技有限公司,北京市,北京市,昌平区
2080,马鞍山洲贝贸易,安徽省,马鞍山市,雨山区
2081,郑州恒利源实业有限公司,河南省,郑州市,中牟县
2082,云南正派科技有限公司,云南省,昆明市,五华区
2083,丹东天皓净化材料有限公司,辽宁省,丹东市,振安区
2084,沈阳维速佳科技有限公司,辽宁省,沈阳市,和平区
2085,西安以为电子科技有限公司,陕西省,西安市,雁塔区
2086,湖南湘窖酒业有限公司,湖南省,邵阳市,北塔区
2087,泰安卓企信息技术有限公司,山东省,泰安市,泰山区
2088,河南恒付电子科技有限公司,河南省,濮阳市,华龙区
2089,河南万华畜牧设备有限公司,河南省,驻马店市,西平县
2090,北京福泽永成商贸有限责任公司,北京市,北京市,丰台区
2091,青岛金石大新技术工程有限公司,山东省,青岛市,黄岛区
2092,西安安能智矿电子科技有限公司,陕西省,榆林市,榆阳区
2093,杭州我爱号码网电子商务有限公司,安徽省,滁州市,全椒县
2094,汕头市中博职业技术学校,广东省,汕头市,濠江区
2095,河北博之昊网络技术有限公司,河北省,廊坊市,广阳区
2096,江苏全欧智能网络科技有限公司,江苏省,苏州市,吴中区
2097,四川博全科技有限公司,四川省,成都市,郫都区
2098,东莞市铭丰企业会计代理有限公司,广东省,东莞市,
2099,新疆成阳大仁网络技术服务有限公司,新疆维吾尔自治区,乌鲁木齐市,沙依巴克区
2100,合肥东数网络工程有限公司,安徽省,合肥市,蜀山区
2101,浙江科慧智能科技有限公司,浙江省,嘉兴市,桐乡市
2102,保山巨东信息科技有限公司,云南省,保山市,隆阳区
2103,潍坊金联益康安全管理咨询有限公司,山东省,潍坊市,坊子区
2104,郑州经济技术开发区天齐烟酒店,河南省,郑州市,管城回族区
2105,茂名市天晟文化传播有限公司,广东省,茂名市,茂南区
2106,泉州城市工程技术学校,福建省,泉州市,惠安县
2107,保定振涛弘业教育咨询有限公司,河北省,保定市,莲池区
2108,福建交通在线信息科技有限公司,福建省,泉州市,丰泽区
2109,新疆金世康药业有限公司,新疆维吾尔自治区,乌鲁木齐市,新市区
2110,内蒙古鑫辉信息技术有限责任公司,内蒙古自治区,鄂尔多斯市,东胜区
2111,安徽达尔智能控制系统股份有限公司,安徽省,芜湖市,镜湖区
2112,河南竹增网络科技有限公司,河南省,郑州市,金水区
2113,乌鲁木齐汇英宏途电子商务咨询有限公司,新疆维吾尔自治区,乌鲁木齐市,天山区
2114,北京智职通科技有限公司,新疆维吾尔自治区,阿克苏地区,温宿县
2115,新希蓝（山东）教育科技有限公司,山东省,潍坊市,寒亭区
2116,福建大娱号信息科技股份有限公司,福建省,福州市,闽侯县
2117,浙江铁道大厦有限公司,浙江省,杭州市,上城区
2118,中山市德成技工学校,广东省,中山市,
2119,海南厚溥教育科技有限公司,海南省,三亚市,天涯区
2120,沁阳市兄弟互娱网络科技有限公司,河南省,焦作市,沁阳市
2121,青岛康顿健康产业有限公司,山东省,青岛市,城阳区
2122,烟台市利佳数码科技有限公司,山东省,烟台市,芝罘区
2123,连云港市新华技工学校,江苏省,连云港市,连云区
2124,内蒙古正鹏电子工程有限公司,内蒙古自治区,赤峰市,松山区
2125,重庆正柱电子工程有限公司,重庆市,重庆市,涪陵区
2126,淄博赛博网络科技有限公司,山东省,滨州市,滨城区
2127,西安杰邦科技股份有限公司,陕西省,西安市,雁塔区
2128,成都立信笨鸟网络科技有限公司,四川省,宜宾市,叙州区
2129,内蒙古天泰电力工程有限责任公司,内蒙古自治区,鄂尔多斯市,康巴什区
2130,景福教育,河南省,驻马店市,驿城区
2131,亿博控股集团有限公司,河北省,石家庄市,裕华区
2132,广东锐讯科技有限公司,广东省,河源市,源城区
2133,榆林市兴安机动车综合检测有限公司,陕西省,榆林市,榆阳区
2134,四川中欣和泰非融资性担保有限公司,四川省,泸州市,江阳区
2135,新疆金善奇智能科技有限公司,新疆维吾尔自治区,昌吉回族自治州,昌吉市
2136,淮南市讯网信息技术有限公司,安徽省,淮南市,田家庵区
2137,山东百佳威智能科技有限公司,山东省,济南市,历下区
2138,辽宁傲通新业信息技术有限公司,辽宁省,沈阳市,沈河区
2139,贵州天之源环保科技发展有限公司,贵州省,贵阳市,花溪区
2140,重庆梦之晨科技发展有限公司,重庆市,重庆市,江北区
2141,天津锐驰科技有限公司,河南省,商丘市,梁园区
2142,西藏慧软智能科技有限公司,西藏自治区,拉萨市,
2143,常州九诚科技有限公司,江苏省,常州市,钟楼区
2144,山西艺源产教融合科技发展有限公司,山西省,太原市,万柏林区
2145,领先未来信息系统南通有限公司,江苏省,南通市,崇川区
2146,河北德诚电子科技有限公司,河北省,石家庄市,新华区
2147,汕头市穆维达陶瓷有限公司,广东省,汕头市,龙湖区
2148,山东新德瑞科技有限公司,山东省,济宁市,任城区
2149,北京贰斯宜叁软件科技有限公司,北京市,北京市,朝阳区
2150,河南鸿之睿电子商务有限公司,河南省,郑州市,管城回族区
2151,成都翔科博海科技有限公司,四川省,眉山市,仁寿县
2152,汕尾市合禧宜佳房产经纪服务有限公司,广东省,汕尾市,城区
2153,河北冠明教育科技有限公司,河北省,石家庄市,桥西区
2154,上海游讯信息科技有限公司,江苏省,苏州市,昆山市
2155,陕西中科启航科技有限公司,陕西省,咸阳市,秦都区
2156,西藏嘎吉林汽车产业发展有限公司,西藏自治区,拉萨市,城关区
2157,安徽蓬翌信息科技有限公司,安徽省,合肥市,包河区
2158,滨州经济开发区宝贝盟育儿服务中心,山东省,滨州市,滨城区
2159,湖南湘窖酒业有限公司,湖南省,邵阳市,北塔区
2160,山东良乔环保科技集团有限公司,山东省,济南市,槐荫区
2161,滕州市妙思教育培训学校有限公司,山东省,枣庄市,滕州市
2162,四川云上时代文化传播有限公司,四川省,成都市,锦江区
2163,深圳市天锐计算机技术有限公司,广东省,深圳市,南山区
2164,山东汉和能源科技有限公司,山东省,青岛市,黄岛区
2165,南京路邦远大科技有限公司,江苏省,苏州市,姑苏区
2166,山东蒲公英科教设备有限公司,山东省,济宁市,任城区
2167,重庆讯锐办公设备有限公司,重庆市,重庆市,渝北区
2168,浙江天喜厨电股份有限公司,浙江省,丽水市,缙云县
2169,山东铂润电气科技有限公司,山东省,潍坊市,潍城区
2170,镇江汉唐电子有限公司,江苏省,镇江市,润州区
2171,山东圣瑞源新材料科技集团有限公司,山东省,菏泽市,单县
2172,长沙市岳麓区诚稳计算机经营部,湖南省,长沙市,长沙县
2173,北京数盾信息科技有限公司,河北省,石家庄市,新华区
2174,潍坊腾博信息技术有限公司,山东省,潍坊市,奎文区
2175,海南城市职业技术学校,海南省,海口市,琼山区
2176,福州众享家信息科技有限公司,福建省,福州市,闽侯县
2177,杭州天高控股集团有限公司,浙江省,杭州市,拱墅区
2178,孝感红人中等职业学校,湖北省,孝感市,孝南区
2179,山东惠恩医疗器械有限公司,山东省,菏泽市,牡丹区
2180,山东富通信息科技有限公司,山东省,潍坊市,奎文区
2181,沈阳和硕科技有限公司,辽宁省,沈阳市,和平区
2182,山西凌志伟业科技有限公司,山西省,晋城市,城区
2183,大路桥翻译财务,天津市,天津市,河北区
2184,河北耀晟进出口贸易有限公司,河北省,保定市,徐水区
2185,安徽微尔智能科技有限公司,安徽省,合肥市,蜀山区
2186,山西闽通元信息科技有限公司,山西省,忻州市,忻府区
2187,东莞市力智教育科技有限公司,湖北省,恩施土家族苗族自治州,恩施市
2188,山东昌脉信息科技集团有限公司,山东省,济南市,历下区
2189,新密港华燃气有限公司,河南省,郑州市,新密市
2190,山西晋信安科技有限公司,山西省,太原市,小店区
2191,福建紫檀科技有限公司,福建省,福州市,仓山区
2192,辽宁三志零担网络有限公司,辽宁省,沈阳市,于洪区
2193,武汉市裕同印刷包装有限公司,湖北省,武汉市,江夏区
2194,包头市金澜网络科技有限公司,内蒙古自治区,包头市,东河区
2195,济南南山信息技术有限公司,山东省,济南市,章丘区
2196,新疆德胜宏业信息技术有限公司,新疆维吾尔自治区,乌鲁木齐市,新市区
2197,河北雄安福吉通物联网科技有限公司,河北省,保定市,竞秀区
2198,威海明卓出国服务有限公司,山东省,威海市,环翠区
2199,广州德汇教育科技有限公司,广东省,广州市,花都区
2200,重庆大千医药有限公司,重庆市,重庆市,南岸区
2201,宜宾至强信息技术有限公司,四川省,宜宾市,翠屏区
2202,鞍山云智物联网络电子科技开发有限公司,辽宁省,鞍山市,铁东区
2203,西安安能智矿电子科技有限公司,陕西省,榆林市,榆阳区
2204,山东鑫煤矿山设备集团有限公司,山东省,济宁市,任城区
2205,贵州凯迪森新能源材料有限公司,贵州省,黔南布依族苗族自治州,瓮安县
2206,北京金信润天信息技术股份有限公司武汉分公司,湖北省,武汉市,洪山区
2207,山西富猫法律咨询有限公司,山西省,太原市,迎泽区
2208,山西转型综改示范区晋中开发区信思智学职业技能培训学校有限公司,山西省,晋中市,榆次区
2209,武汉惟楚新未来科技有限公司,河南省,濮阳市,华龙区
2210,山东冠博信息科技有限公司,山东省,枣庄市,市中区
2211,北京泰诺信通信息技术有限公司,北京市,北京市,海淀区
2212,山东怡然智能科技有限公司,山东省,东营市,东营区
2213,重庆软维科技有限公司,青海省,西宁市,城西区
2214,宁夏吉虎科技有限公司,宁夏回族自治区,银川市,金凤区
2215,呼和浩特市智能工科中等职业学校有限公司,内蒙古自治区,呼和浩特市,回民区
2216,河北富海金沣科技有限公司,河北省,沧州市,黄骅市
2217,山东创佳电子科技有限公司,山东省,济南市,历下区
2218,泰斗数字科技有限公司,山东省,泰安市,泰山区
2219,贵州快羚羊教育科技有限公司,贵州省,贵阳市,南明区
2220,天津博雅家具有限公司,天津市,天津市,津南区
2221,河北宇睿信息技术有限公司,河北省,邢台市,襄都区
2222,浙江鼎力机械股份有限公司,浙江省,湖州市,德清县
2223,浙江大华技术股份有限公司,陕西省,西安市,雁塔区
2224,河北宇润枫教育科技有限公司,河北省,石家庄市,鹿泉区
2225,福州普星电子科技有限公司,福建省,福州市,仓山区
2226,广东志臣科技股份有限公司,广东省,中山市,
2227,四川喵吾广告传媒有限公司,四川省,成都市,武侯区
2228,深圳市宝山技工学校,广东省,深圳市,坪山区
2229,广东聚源创建软件科技有限公司,广东省,中山市,
2230,宁波怡人玩具有限公司,浙江省,宁波市,
2231,淮南市希望办公设备有限公司,安徽省,淮南市,田家庵区
2232,康春航天科技（天津）有限公司,天津市,天津市,武清区
2233,厦门艺臻健康科技有限公司,福建省,厦门市,思明区
2234,山西掌沃信息科技有限公司,山西省,太原市,小店区
2235,上海奥泽曼船务科技有限公司,上海市,上海市,浦东新区
2236,内蒙古博之凯电力科技有限责任公司,内蒙古自治区,呼和浩特市,赛罕区
2237,菏泽优聚汇网络科技有限公司,山东省,菏泽市,牡丹区
2238,山东德善教育产业发展有限公司,山东省,潍坊市,奎文区
2239,成都元素科技有限公司,西藏自治区,拉萨市,城关区
2240,西安联至电子科技有限公司,陕西省,西安市,雁塔区
2241,山东昊尊文化传媒有限公司,山东省,潍坊市,潍城区
2242,金品计算机科技（天津）有限公司,天津市,天津市,武清区
2243,湖南日恒智能工程有限公司,湖南省,长沙市,芙蓉区
2244,山东易联特能源科技有限公司,山东省,威海市,环翠区
2245,江苏蓝田智能科技有限公司,江苏省,常州市,天宁区
2246,上海时光映画文化传媒有限公司,河北省,石家庄市,裕华区
2247,辽宁壹山科技发展有限公司,辽宁省,抚顺市,顺城区
2248,青岛海方联合科技发展有限公司,山东省,青岛市,城阳区
2249,陕西航天蓝西科技开发有限公司,陕西省,西安市,雁塔区
2250,山西千万亿文化传媒有限公司,山西省,太原市,迎泽区
2251,上海知虎科技有限公司,上海市,上海市,普陀区
2252,山东思玛特教育科技有限公司,山东省,菏泽市,牡丹区
2253,合肥冠捷智睿电子科技有限公司,安徽省,合肥市,蜀山区
2254,苏州博之盾防护技术有限公司,江苏省,南京市,玄武区
2255,东莞荣尊创兴科技有限公司,广东省,东莞市,
2256,石家庄达世行房产经纪有限公司,河北省,石家庄市,长安区
2257,宿迁苏北盛绿环境科技有限公司,江苏省,宿迁市,宿豫区
2258,成都奥通电子工程有限公司,四川省,成都市,武侯区
2259,西安以为电子科技有限公司,陕西省,西安市,雁塔区
2260,青海立方信息科技有限公司,青海省,西宁市,城东区
2261,厦门英汶锶特智能科技有限公司,福建省,厦门市,湖里区
2262,河南来往电子商务有限公司,河南省,郑州市,管城回族区
2263,山东信丞信息技术有限公司,山东省,潍坊市,奎文区
2264,南京三生生物技术股份有限公司,江苏省,南京市,浦口区
2265,企优托（江苏）科技集团有限公司,江苏省,苏州市,吴中区
2266,本源量子计算科技（合肥）股份有限公司,安徽省,合肥市,蜀山区
2267,北京九栖科技有限责任公司,北京市,北京市,海淀区
2268,山东中鸿新能源科技有限公司,山东省,潍坊市,奎文区
2269,北京昊新永诚商贸有限公司,北京市,北京市,海淀区
2270,北京万海汇通科技有限公司,浙江省,嘉兴市,海盐县
2271,天津科尔世纪科技有限责任公司,贵州省,贵阳市,观山湖区
2272,长沙联桥信息技术有限公司,湖南省,长沙市,长沙县
2273,汉鑫科技,山东省,烟台市,莱山区
2274,沧州皓冠管业有限公司,河北省,沧州市,运河区
2275,浙江九博士生物技术有限公司,浙江省,湖州市,吴兴区
2276,杭州希益丰新业科技有限公司,浙江省,杭州市,上城区
2277,潍坊中财信信息科技股份有限公司,山东省,潍坊市,奎文区
2278,恒林家居股份有限公司,浙江省,湖州市,安吉县
2279,山东哈文信息技术有限公司,山东省,济南市,历下区
2280,长沙晟尚商务咨询有限公司,湖南省,长沙市,长沙县
2281,湛江市益民医药有限公司,广东省,湛江市,霞山区
2282,潍坊阿丘网络科技有限公司,山东省,潍坊市,奎文区
2283,南京市寅光网络科技有限公司,江苏省,南京市,浦口区
2284,国承商贸（保定）有限公司,河北省,保定市,竞秀区
2285,邢台宝航网络技术有限公司,河北省,邢台市,
2286,新乡市智函电子科技有限公司,河南省,新乡市,新乡县
2287,软通动力信息技术（集团）股份有限公司,浙江省,杭州市,余杭区
2288,上海荣益信息科技有限公司,上海市,上海市,闵行区
2289,西安嘉凯电子科技有限公司,陕西省,西安市,雁塔区
2290,长沙晟尚商务咨询有限公司,湖南省,长沙市,长沙县
2291,淄博致凡网络科技有限公司,山东省,淄博市,张店区
2292,浙江微特电子信息有限公司,浙江省,杭州市,余杭区
2293,山东易联特能源科技有限公司,山东省,威海市,环翠区
2294,甘肃万信通信技术服务有限公司,甘肃省,庆阳市,西峰区
2295,济南捷正电子有限公司,山东省,济南市,历下区
2296,山东贝格通软件科技有限公司,山东省,青岛市,市南区
2297,上海瑞应人才科技集团有限公司,青海省,西宁市,城西区
2298,湖南拓维云创科技有限责任公司,青海省,西宁市,城西区
2299,北京星华惠康科技股份有限公司,西藏自治区,拉萨市,城关区
2300,上海宁盾信息科技有限公司,广东省,深圳市,南山区
2301,辽宁壹山科技发展有限公司,辽宁省,抚顺市,顺城区
2302,武汉慧达经纬科技有限公司,贵州省,贵阳市,观山湖区
2303,深圳市众云信息科技有限公司,广东省,深圳市,南山区
2304,北京一零五三科技有限公司,北京市,北京市,石景山区
2305,南京三生生物技术股份有限公司,江苏省,南京市,浦口区
2306,gongsi,,,
2307,上海华讯网络系统有限公司广州分公司,广东省,江门市,新会区
2308,北京丰汇云博科技有限公司,北京市,北京市,朝阳区
2309,四川人瑞网络科技有限公司,青海省,西宁市,城西区
2310,深圳市讯方技术股份有限公司,江苏省,南京市,建邺区
2311,泛德,广西壮族自治区,南宁市,青秀区
2312,天津新盟信息科技有限公司,天津市,天津市,红桥区
2313,浙江省邮电工程建设有限公司,辽宁省,沈阳市,浑南区
2314,南京锋云聚信息科技有限公司,青海省,西宁市,城西区
2315,高新兴科技集团股份有限公司,湖北省,,天门市
2316,新疆兴远达信息科技有限公司,新疆维吾尔自治区,乌鲁木齐市,新市区
2317,江苏睿诺技术有限公司,江苏省,无锡市,滨湖区
2318,广东昭阳信息技术有限公司,广东省,珠海市,香洲区
2319,北京神州新桥科技有限公司,辽宁省,大连市,金州区
2320,南京蚁之力网络科技有限公司,江苏省,南京市,浦口区
2321,卓越际联科技有限公司,广东省,广州市,海珠区
2322,江苏荣辉信息科技有限公司,江苏省,苏州市,吴中区
2323,北京金信润天信息技术股份有限公司武汉分公司,上海市,上海市,浦东新区
2324,山东莘县牧原农牧有限公司,山东省,聊城市,莘县
2325,上海咸云信息科技有限公司,上海市,上海市,浦东新区
2326,成都林荫互通网络安全技术有限公司,四川省,成都市,双流区
2327,西安安能智矿电子科技有限公司,陕西省,榆林市,榆阳区
2328,鹏博士电信传媒集团股份有限公司,山东省,青岛市,即墨区
2329,凯里喜百年装饰工程有限公司,贵州省,黔东南苗族侗族自治州,凯里市
2330,温州众成科技有限公司,浙江省,温州市,鹿城区
2331,天津滨海高新区五洲科技有限公司,天津市,天津市,西青区
2332,极兔国际物流有限公司,广东省,肇庆市,四会市
2333,西安英荟烁企业管理咨询所,广东省,广州市,天河区
2334,江西品行建设发展有限公司,江西省,上饶市,广信区
2335,福建省智教信息科技有限公司,福建省,福州市,晋安区
2336,山东广鹏信息科技有限公司,山东省,济南市,历下区
2337,江苏乾元通信息科技有限公司,江苏省,南京市,玄武区
2338,江苏众传信息科技有限公司,江苏省,苏州市,吴中区
2339,深圳市华思特科技有限公司,广东省,深圳市,
2340,常州市同和纺织机械制造有限公司,江苏省,常州市,武进区
2341,山东卓禾教育科技有限公司,山东省,济南市,历城区
2342,北京电旗通讯技术股份有限公司,浙江省,绍兴市,越城区
2343,安徽宏晟信息科技有限公司,安徽省,合肥市,蜀山区
2344,北京众信龙达科技发展有限公司,青海省,西宁市,城西区
2345,海目星激光科技集团股份有限公司,广东省,深圳市,龙华区
2346,凌至（乌拉特中旗）货运有限公司,内蒙古自治区,巴彦淖尔市,乌拉特中旗
2347,北京青颜博识健康管理有限公司,湖北省,武汉市,洪山区
2348,东方通信股份有限公司,辽宁省,沈阳市,和平区
2349,北京维实嘉业网络科技有限公司,北京市,北京市,朝阳区
2350,浙江万安科技股份有限公司,浙江省,绍兴市,诸暨市
2351,嘉兴市秋泾信息技术有限公司,浙江省,嘉兴市,南湖区
2352,北京利天达成科技发展有限责任公司,北京市,北京市,西城区
2353,维安（山东）数字技术有限公司,山东省,淄博市,张店区
2354,杭州点辰网络科技有限公司,黑龙江省,哈尔滨市,道里区
2355,安徽汇驿信息科技有限公司,安徽省,合肥市,蜀山区
2356,深圳市伟众信息技术有限公司,广东省,深圳市,宝安区
2357,昂科信息技术（上海）股份有限公司,上海市,上海市,闵行区
2358,南京专一网络科技发展有限公司,江苏省,南京市,秦淮区
2359,厦门柏事特信息科技有限公司,福建省,厦门市,思明区
2360,江苏林洋能源股份有限公司,江苏省,南通市,崇川区
2361,上海通创信息技术股份有限公司,上海市,上海市,浦东新区
2362,北京神州邦邦技术服务有限公司,吉林省,,
2363,广州视源电子科技股份有限公司,江苏省,苏州市,吴中区
2364,山东五棵松电气科技有限公司,山东省,青岛市,城阳区
2365,武汉网盾科技有限公司,湖北省,武汉市,江夏区
2366,广东嘉腾机器人自动化有限公司,广东省,佛山市,顺德区
2367,广州安网物联科技有限公司,广东省,广州市,黄埔区
2368,山西国能隆泰煤焦集团有限责任公司,山西省,太原市,万柏林区
2369,杭州煌诚科技有限公司,浙江省,杭州市,西湖区
2370,麦克传感器股份有限公司,陕西省,西安市,长安区
2371,意尔康股份有限公司,浙江省,丽水市,青田县
2372,金数信息科技（苏州）有限公司,江苏省,苏州市,吴中区
2373,gongsi,,,
2374,苏州市蓝皓计算机科技有限公司,江苏省,苏州市,姑苏区
2375,北京中天星控科技开发有限公司,北京市,北京市,海淀区
2376,中船（浙江）海洋科技有限公司,浙江省,舟山市,定海区
2377,杭州立新科技有限公司,浙江省,杭州市,西湖区
2378,新华三技术有限公司,青海省,西宁市,城西区
2379,深圳市网界科技有限公司,广东省,深圳市,福田区
2380,腾科职校,广东省,广州市,天河区
2381,重庆艾博特科技有限公司,重庆市,重庆市,渝北区
2382,杭州宏麦信息科技有限公司,浙江省,杭州市,拱墅区
2383,北京嘉和天际科技有限公司,北京市,北京市,海淀区
2384,上海沁诚信息科技有限公司,上海市,上海市,长宁区
2385,深圳市法本信息技术股份有限公司,山东省,烟台市,招远市
2386,神州数码信息服务股份有限公司,黑龙江省,哈尔滨市,平房区
2387,南京瑞海文信息科技有限公司,江苏省,南京市,鼓楼区
2388,广东金蚂蚁信息科技有限公司,广东省,佛山市,顺德区
2389,浩鲸云计算科技股份有限公司,北京市,北京市,朝阳区
2390,深圳市一路信息技术服务有限公司,广东省,深圳市,南山区
2391,深圳市广和诚信息科技有限公司,广东省,深圳市,龙华区
2392,山西合邦电力科技有限公司,山西省,太原市,小店区
2393,长沙启飞科技有限公司,湖南省,长沙市,长沙县
2394,上海唐佑信息科技有限公司,上海市,上海市,徐汇区
2395,杭州德博云智科技有限公司,浙江省,杭州市,西湖区
2396,北京凯丰源信息技术股份有限公司,北京市,北京市,海淀区
2397,上海韦拿商务信息咨询有限公司,湖北省,武汉市,洪山区
2398,厦门市医鹭信息技术服务有限公司,福建省,厦门市,思明区
2399,苏州振宏信息科技有限公司,上海市,上海市,闵行区
2400,合肥智圣新创信息技术有限公司,安徽省,铜陵市,铜官区
2401,北京盛世博瑞达科技有限公司,北京市,北京市,海淀区
2402,广州诚赛信息科技有限公司,广东省,广州市,天河区
2403,天津镔铁科技有限公司,天津市,天津市,东丽区
2404,上海中电电子系统科技股份有限公司,浙江省,杭州市,拱墅区
2405,杭州中港科技有限公司,广西壮族自治区,南宁市,青秀区
2406,广州市双照电子科技有限公司,广东省,广州市,番禺区
2407,杭州立腾科技有限公司,浙江省,杭州市,西湖区
2408,福建金科信息技术股份有限公司,江西省,南昌市,南昌县
2409,深圳华科云动力科技有限公司,江苏省,苏州市,吴中区
2410,中电普信（北京）科技发展有限公司,北京市,北京市,海淀区
2411,上海狄玛信息科技有限公司,上海市,上海市,浦东新区
2412,杭州天字网络科技有限公司,浙江省,杭州市,余杭区
2413,上海拓杰网络科技有限公司,上海市,上海市,奉贤区
2414,西安华维电子科技有限公司,香港特别行政区,香港,湾仔区
2415,江西台德智慧科技股份有限公司,广东省,东莞市,
2416,福州简派网络科技有限公司,上海市,上海市,浦东新区
2417,北京合智互联信息技术有限公司,河北省,石家庄市,长安区
2418,广州成翔计算机有限公司,广东省,广州市,黄埔区
2419,广州光语通信设备有限公司,广东省,广州市,天河区
2420,湖南新浪潮信息科技有限公司,湖南省,长沙市,长沙县
2421,上海吾索信息科技有限公司,浙江省,嘉兴市,海盐县
2422,北京惠而特科技有限公司,贵州省,贵阳市,观山湖区
2423,上海杰尔讯科技发展有限公司,上海市,上海市,普陀区
2424,江苏创益云科技有限公司,江苏省,南京市,栖霞区
2425,深圳市新思维信息技术有限公司,上海市,上海市,浦东新区
2426,深圳市瑞隆供应链服务有限公司,广东省,深圳市,龙岗区
2427,普宙科技有限公司,湖北省,武汉市,江夏区
2428,北京绿色苹果技术有限公司,上海市,上海市,杨浦区
2429,深圳市万马国际货运代理有限公司,广东省,深圳市,龙岗区
2430,广州烽云信息科技有限公司,广东省,广州市,天河区
2431,福州金信安网络科技有限公司,福建省,福州市,晋安区
2432,新疆中科丝路物联科技有限公司,新疆维吾尔自治区,乌鲁木齐市,沙依巴克区
2433,深圳市理士新能源发展有限公司,广东省,肇庆市,四会市
2434,北京美图之家科技有限公司,福建省,厦门市,同安区
2435,江苏新晨信息科技发展有限公司,江苏省,南京市,鼓楼区
2436,以上科技有限公司,山西省,太原市,迎泽区
2437,珠海市横琴博贤智能科技有限公司,广东省,珠海市,香洲区
2438,山东惠民牧原农牧有限公司,山东省,东营市,垦利区
